0.0,1.0,1.0,53959.0,1.0,443.0,1.0,55.0,1.0,1.0,0.0,1
0.0,1.0,2.0,445.0,2.0,34743.0,1.0,108.0,1.0,2.0,0.0,1
0.003,1.0,3.0,49094.0,3.0,445.0,2.0,174.0,1.0,2.0,0.0,1
0.225,1.0,4.0,34094.0,4.0,443.0,10.0,2305.0,1.0,3.0,0.0,1
0.0,1.0,5.0,43568.0,5.0,80.0,1.0,66.0,1.0,4.0,0.0,1
0.0,1.0,6.0,443.0,6.0,44529.0,1.0,66.0,1.0,1.0,32.0,1
0.018,1.0,7.0,53360.0,7.0,80.0,2.0,132.0,1.0,4.0,0.0,1
0.0,1.0,8.0,80.0,8.0,53470.0,1.0,66.0,1.0,1.0,32.0,1
0.171,1.0,4.0,47225.0,9.0,443.0,197.0,17214.0,1.0,3.0,0.0,1
0.0,1.0,9.0,59315.0,10.0,80.0,1.0,55.0,1.0,1.0,0.0,1
0.0,1.0,2.0,445.0,11.0,51146.0,1.0,108.0,1.0,2.0,0.0,1
0.0,1.0,10.0,443.0,2.0,42362.0,1.0,66.0,1.0,1.0,0.0,1
0.029,1.0,11.0,54625.0,12.0,443.0,2.0,132.0,1.0,4.0,0.0,1
0.237,1.0,9.0,62350.0,13.0,80.0,2.0,536.0,1.0,2.0,0.0,1
0.0,1.0,12.0,80.0,8.0,47602.0,1.0,66.0,1.0,1.0,32.0,1
0.019,1.0,13.0,443.0,14.0,50063.0,3.0,193.0,1.0,5.0,32.0,1
0.246,1.0,3.0,37293.0,15.0,443.0,4.0,216.0,1.0,4.0,0.0,1
0.108,1.0,14.0,46360.0,16.0,443.0,3.0,198.0,1.0,4.0,0.0,1
0.043,1.0,4.0,34360.0,17.0,443.0,3.0,546.0,1.0,2.0,0.0,1
0.27,1.0,15.0,443.0,14.0,63768.0,5.0,4883.0,1.0,3.0,32.0,1
2.914,1.0,7.0,35276.0,18.0,80.0,13.0,3349.0,1.0,6.0,0.0,1
0.533,1.0,16.0,443.0,19.0,43424.0,7.0,6782.0,1.0,6.0,32.0,1
0.0,2.0,17.0,53.0,20.0,34432.0,2.0,270.0,1.0,7.0,0.0,1
0.0,1.0,18.0,52288.0,21.0,80.0,1.0,66.0,1.0,1.0,0.0,1
0.018,1.0,19.0,443.0,2.0,41638.0,3.0,229.0,1.0,5.0,32.0,1
0.0,1.0,20.0,32914.0,22.0,80.0,1.0,66.0,1.0,1.0,0.0,1
0.472,1.0,21.0,34564.0,23.0,443.0,7.0,1675.0,1.0,3.0,0.0,1
0.0,1.0,22.0,80.0,2.0,39175.0,1.0,66.0,1.0,4.0,32.0,1
