-0.233628,-0.496695,-0.596469,1.247745,-0.582252,-0.793782,-0.071640,-0.117615,0.000000,-1.144477,-0.341470,1.000000
-0.233628,-0.496695,-0.590195,-0.928935,-0.578726,0.635522,-0.071640,-0.111142,0.000000,-0.936728,-0.341470,1.000000
-0.227752,-0.496695,-0.583921,1.049862,-0.575200,-0.793698,-0.048124,-0.103082,0.000000,-0.936728,-0.341470,1.000000
0.207050,-0.496695,-0.577647,0.439737,-0.571674,-0.793782,0.139998,0.157180,0.000000,-0.728979,-0.341470,1.000000
-0.233628,-0.496695,-0.571373,0.825092,-0.568148,-0.808908,-0.071640,-0.116272,0.000000,-0.521230,-0.341470,1.000000
-0.233628,-0.496695,-0.565099,-0.929016,-0.564622,1.043311,-0.071640,-0.116272,0.000000,-1.144477,0.468919,1.000000
-0.198373,-0.496695,-0.558825,1.223381,-0.561096,-0.808908,-0.048124,-0.108211,0.000000,-0.521230,-0.341470,1.000000
-0.233628,-0.496695,-0.552551,-0.943781,-0.557569,1.415889,-0.071640,-0.116272,0.000000,-1.144477,0.468919,1.000000
0.101287,-0.496695,-0.577647,0.973840,-0.554043,-0.793782,4.537361,1.978037,0.000000,-0.728979,-0.341470,1.000000
-0.233628,-0.496695,-0.546277,1.465600,-0.550517,-0.808908,-0.071640,-0.117615,0.000000,-1.144477,-0.341470,1.000000
-0.233628,-0.496695,-0.590195,-0.928935,-0.546991,1.319046,-0.071640,-0.111142,0.000000,-0.936728,-0.341470,1.000000
-0.233628,-0.496695,-0.540003,-0.929016,-0.578726,0.953011,-0.071640,-0.116272,0.000000,-1.144477,-0.341470,1.000000
-0.176829,-0.496695,-0.533729,1.274835,-0.543465,-0.793782,-0.048124,-0.108211,0.000000,-0.521230,-0.341470,1.000000
0.230553,-0.496695,-0.546277,1.589049,-0.539939,-0.808908,-0.048124,-0.058870,0.000000,-0.936728,-0.341470,1.000000
-0.233628,-0.496695,-0.527456,-0.943781,-0.557569,1.171365,-0.071640,-0.116272,0.000000,-1.144477,0.468919,1.000000
-0.196415,-0.496695,-0.521182,-0.929016,-0.536413,1.273917,-0.024609,-0.100761,0.000000,-0.313481,0.468919,1.000000
0.248180,-0.496695,-0.583921,0.569856,-0.532887,-0.793782,-0.001094,-0.097952,0.000000,-0.521230,-0.341470,1.000000
-0.022102,-0.496695,-0.514908,0.938656,-0.529361,-0.793782,-0.024609,-0.100150,0.000000,-0.521230,-0.341470,1.000000
-0.149409,-0.496695,-0.577647,0.450557,-0.525835,-0.793782,-0.024609,-0.057649,0.000000,-0.936728,-0.341470,1.000000
0.295186,-0.496695,-0.508634,-0.929016,-0.536413,1.845013,0.022422,0.472035,0.000000,-0.728979,0.468919,1.000000
5.473638,-0.496695,-0.558825,0.487815,-0.522309,-0.808908,0.210544,0.284686,0.000000,-0.105732,-0.341470,1.000000
0.810289,-0.496695,-0.502360,-0.929016,-0.518783,0.997265,0.069452,0.703963,0.000000,-0.105732,0.468919,1.000000
-0.233628,0.930924,-0.496086,-0.944879,-0.515257,0.622563,-0.048124,-0.091357,0.000000,0.102018,-0.341470,1.000000
-0.233628,-0.496695,-0.489812,1.179777,-0.511731,-0.808908,-0.071640,-0.116272,0.000000,-1.144477,-0.341470,1.000000
-0.198373,-0.496695,-0.483538,-0.929016,-0.578726,0.922841,-0.024609,-0.096364,0.000000,-0.313481,0.468919,1.000000
-0.233628,-0.496695,-0.477264,0.391741,-0.508205,-0.808908,-0.071640,-0.116272,0.000000,-1.144477,-0.341470,1.000000
0.690816,-0.496695,-0.470990,0.458854,-0.504679,-0.793782,0.069452,0.080238,0.000000,-0.728979,-0.341470,1.000000
-0.233628,-0.496695,-0.464716,-0.943781,-0.578726,0.820207,-0.071640,-0.116272,0.000000,-0.521230,0.468919,1.000000
-0.208166,0.930924,-0.496086,-0.944879,-0.501153,1.671163,-0.048124,-0.097952,0.000000,0.102018,-0.341470,1.000000
-0.233628,-0.496695,-0.458442,-0.929016,-0.578726,0.861169,-0.071640,-0.116272,0.000000,-1.144477,0.468919,1.000000
-0.233628,0.930924,-0.496086,-0.944879,-0.536413,1.850597,-0.071640,-0.112974,0.000000,0.102018,-0.341470,1.000000
4.813601,-0.496695,-0.452168,1.553133,-0.497627,-0.793782,1.950677,0.842093,0.000000,-0.728979,-0.341470,1.000000
